text,generated
"Community Service??

Dear principle,

I would like to help in the community service group. I think it is very important for us as student's to help in the community service. It is important because we need to show that we care for our community and world. Some people say that it is a waist of time to be helping the community and the world they think that that's why their are people to work and take the trash out and stuff like that. But we cant leave other people that work all day and all week when they are tiered and want to rest to be picking our left overs!! Some people are eating at the park, mall, store, etc. and they think that when they are eating they could just through their rappers and some food on the ground and not pick it up they live it their so others can pick it up for them and i think that is WRONG!!! The people that have food, drinks, etc. and are eating any were they should throw their trash in the trash can's when they are done eating their food. And i think if we pass by trash being in the floor we should pick it up because to be honest i don't think another person would pick it up but they should. We don't want our community/world to be dirty and stinky with trash all over the place. We want our world to be clean and with nice fresh air that we could breathe with NO problem. That's why i want to join in the community service group to help our community /world be a better place for other people and us even if others don't want to help but i think that every one should be in the community service group and help the community. Well this is what i think dear principle and i hope you like my letter!!!

Sincerely,

STUDENT_NAME",0
"""The day that mankind realizes that their creations destroy the true beauty of mother nature it will be too late."" This quote by one of our nations greatest political and environmental activists, Irvin Green, directly applies to the topic of reducing pollution. One simple, yet extremly effective way to reduce pollution is limiting the transportation methods we travel by. Limiting car and vehicle usage can reduce pollution, nearly eliminate accidents, and makes the road a safer place.

In many places such as Germany, Paris, and Columbia, many ambitious ideas are being put into play to help battle pollution. In the article, ""In German Suburb, Life Goes On Without Cars"", it is stated that in Vauban Germany, 70 percent of families do not own vehicles. The other 30% that do, do not have a place to park them, making them basically useless. Residents in Vauban have stopped their need for transportation, making malls and stores a walk away. In this new approach, pollution has drastically reduced in numbers and has made it a much safer and cleaner place to live.

The usage of vehicles are a double-edged sword. They may get us to where we need to go with plenty of time to spare, but what are we really loosing because of it? What we are loosing is the environment and also our health. In Paris, the pollution rate almost reached a new record high, thus forcing the partial driving pan to clear the air of the global city. In the article, ""Paris bans driving due to smog"", its evident that cars hurt us in more ways then we realize. Buisnesses are suffering due to the lack of transportaion avaliable to delivery their services as seen in source number two, ""Delivery companies complained of lost revenue"". ""Congestion was down 60% in the capital of france after five-days of intesifying smog..."" The smog was so dense that Paris officials created a law making even-numbered license plates to leave there cars at home to reduce pollution. With half of the normal amount of cars driving, it almost elimated the total accident rate, making the road a safer place to be.

Despite the benefits that come along with transportation, there are more disadvanges then advantages. Pollution is the second largest source of America's emissions just behind power plants. Many sociologist have seen these statistics and have also noticed that American transportation usuage has slowly been declining since its peak in 2005. People are slowly but surely helping the cause in their own ways, whether its by delaying getting there license, limit there driving, or even car-pooling with friends. Limiting car and vehicle usage can reduce pollution, nearly eliminate accidents, and makes the road a safer place to be.    ",0
"Some schools want students to continue their education outside of school so that the students will be prepared for the following school year and so that the teachers won't have to spend their class time reteaching a certain subject. But the summer projects that schools give to their students are more then likely made by teachers making those projects not fun and boring. Students should be the ones make the projects because they lose some of their summer do to working on the teacher's project. If the students were to make these summer projects they will be fun, not as time consuming, and not difficult.

Summer projects should be fun for the students so that they will actually learn and remember what the project was actually about over the summer break. So if a student make their own project they will try to make as fun as possible for themselves for their summer break and the project won't make their summer boring. If a student has a project in a science class the student could make a project about wildlife and the could keep track of all the different animals they seen over their summer. Another class that a student should make their own project in is history because the student could write down all the historical buildings and places that they seen over the summer break while traveling. The summer is a time for students to relax and stop worrying about school and homework but if a school decides to give out a summer projects the students should be allowed to make it as fun as they want it to be for themselves.

Next a summer project should not be extremely time consuming so the students will actually have time to enjoy their break from school. If teachers were to make a summer project it would take all summer but if a student was to make a project it wouldn't be very long. Most students will travel throughout their summer break so a long summer project will stop them from traveling as much as possible but if the project was shorter they could travel more and experience life to the fullest. If a English teacher was to make a summer project it may require a students to read 15 books over their break, but if a student make that project for English they could lower that amount to 4 book meaning the have more time to have more fun and not sit around reading all the time. The summer is about fun and not school work so if a school decides to make a summer project the student should be the one who decides how long it should take and not the teachers.

Finally a schools project should never be difficult because summer is supposed to a stress free time and the time for students to relax. If a project is too difficult a student will not want to do it at all and so they will not understand anything when they go over said project the following year, but if a student was to make the project it be easy so they will actually want to do it over their break and understand what may happen that following year. If a student is make their own project they will make it easy so that they will have no issue working on the project over the break and will get a good grade the following year on said project. If a math teacher was to give a summer project that makes students work out a big packet with a ton of questions in it a student will never finish it and they will receive a bad grade, but if a student was to make the packet it would shorter and a whole lot easier for themselves not requiring the student to struggle over their break. The more difficult a summer project is the student will never learn from it but if a student was to make their own it wouldn't be difficult and they would continue to learn over their summer break.

In conclusion a student should be allowed to make their own summer projects because teachers make everything more difficult then possibly needed. A summer project needs to be fun, easy, and short so a student can enjoy their summer to the fullest and still come back to school the next year ready to learn. So if a student make their summer project they will fufill the school by still learning and still having a great summer.",0
"Studying planets is often hard because of the conditions in space, and also on the planet Venus there are also very harsh conditions that humans cannot survive. Venus has a thick atmosphere of almost 97 percent carbon dioxide blankets Venus. Exploring Venus can be a very risky planet for us to expore until we get better technology.

Venus is often reffered to as Earth's twin because it is the closest planet to be like Earth in terms of density and size, and occasionally the closest in distance too. Venus would be hard to expore becuase of the planet's suface reaching up to 800 degrees Fahrenheit, and the atmosphere pressure is 90 times greater than what we experience on our own planet. Venus has the hottest surface temperature of any planet of solar system and if we tried to land a rover there the metal would just liquify because of the extreme temperature's. NASA however, still wants to try to study the planet but they would have to hover over Venus because of the extreme conditions on the planet's surface. Even at 30 plus miles in the air in Venus the temperatures can reach up to 170 degrees Fahrenheit. However, peering at Venus from a ship orbiting or hovering safely far above the planet can provide only limited insight on ground conditions because most forms of light cannot penetrate the dense atmosphere. Rendering standard of photography and videography ineffective. The solar power would be plentiful, and radiation would not exceed Earth's level.

More importantly, reasearchers cannot take samples of rock, gas,or anything else, from a distance. Threfore, scientists seeking to conduct a thorough mission to understand Venus would need to get up close and personal despite the risks. Many reasearchers are working on innovations that would allow the machines to last long enough to contribute meaningfully to our knowledge of Venus.",0
"One article say's ''Dose your expresion in the mirro suggest an emotion''? This talks about how easyer it would be to know how others feal. I think it may actiually be bad becaus some people like to not have there privacy invaded by other normal people using a computer. People like to keep there personal thoughts to them selves I don't like the idea of reading peoples mines. We should not do this becaus it might make things easyer at the same time harder. I don't think technology will make things easyer nomader what there will always be trouble.

The article is supporting this claim becaus they are curiuos and think things would be easyer with this new machine. They can use it to detect the fealings of old paintings like the Mona Lisa and they can use it on peole too. They want to use this for students they think it would help with there difficulties. I don't like this becaus too me it's like spying on somebody.

I think we should only use this for paintings like the Mona Lisa but not on people who are still alive. This would to me make people oncofortable. This is like invading someones privacy and being rude. Even when I disagree with this people will still use it all becaus they are so curious. I think it should only be used for certan things not for school or anything else.",0
"The Face on Mars is a natural landform it has been a pop icon since it started in HollyWood Films, Books, Magazines, Talk shows, and haunted check-out lines for more than 20 years!. How could The Face on Mars be created by aliens if aliens aren't real? Why would NASA go through all that trouble to make a fake Face on Mars.

The face is a natural landform because, before it was a face NASA captioned it as a ""Huge rock formation"". It was a humans head it was also formed by shadows, which made it seem like the huge rock formation had eyes, nose, and a mouth. But it was just an illusion. NASA knew that if they were to put the ""huge rock formation"" on Mars they would attract a lot of attention. The were right! As soon as the huge rock formation was on Mars that's when NASA started getting all the attention NASA knew was coming.

So this is why I state that NASA's ""huge rock formation"" is NOT fake, like I said earlier why would NASA go through so much trouble just to make a fake humans head on Mars? ",0
"Dear Principal,

I feel we should have the first policy. I think it is a good compromise.

The teachers and the students will both get what they want. Phones can be beneficial to the school system. Students will have to know that this is a privilege and can easily be taken away.

During free time if they have nothing to do they would be able to communicate silently with their friends. They could even get help on homework by texting someone from a different room. Some phones even have internet which could be helpful for research reports. The phones will keep the students occupied when they have nothing else to do in study halls or free periods. This will keep the classroom silent for people who really need to concentrate on their work. Talking to friends will help relieve some stress during the day and since they can't talk to all their friends because of different schedules this phone policy will help them to do that.

Teachers will also benefit from this policy because the students will hopefully follow the rules so they are able to text at their free times. Some kids will be less talkative if they were able to tell someone what they needed to tell them before the class. Also if the teachers have the students numbers they could remind them to study and do their homework.

Phones are becoming a big part of the world. Especially in the U.S. Some students will want to break the no phone rule simply because there is a rule. My grandpa always says if there are no rules you can't break any rules. As long as students realize there will be consequences and that this phone policy can easily be taken away then everything should go well.

It could take a little time to get use to so you could try this policy for a month and see how it goes. If it doesn't go well then try it again in another few months. After a while it should catch on. I feel that this will benefit the school tremendously. Please take this in consideration.            ",0
"The author suggests that studying Venus is a worthwhile pursuit despite the dangers it presents because ''...may well once have been the most Earth-like planet in our solar system''.

If that's the case, we should most definitely try to explore Venus. It would be hard but possible because NASA has ''compelling ideas for sending humans to study Venus''. Their idea was to ''allow scientists to float above the fray''. Meaning they would be about 30 miles or so in the air avoiding Venus's harsh ground conditions. Since their about 30 miles above the surface, the temperatures would be a cozy 170 degrees Fahrenheit, the air pressure would close to that of sea levels on Earth and radiation would not exceed Earth's levels. This isn't easy conditions for humans but it's survivable.

However, hovering over Venus from a ship above the planet is safe but it can't get us certain information that we'll need like samples of gas, rocks, or anything else. But the good news is, NASA is working on other alternatives to study Venus. An example of this would be, ''...simplified electronics made of silicon carbide that have been tested in a chamber simulating the choas of Venus's surface and have lasted for three weeks...'', Another example would be, mechanical computers. Mechanical computers are devices that make calculations by using gears and levers and do not require electronics what so ever. Though modern computers are powerful, they tend to be weak when it comes to extreme physical conditions. ''By comparison,systems that use mechanical parts can be made more resistant to pressure, heat, and other forces''.

In conclusion, We will eventually get to Venus and when we do, we will not only gain insight on the planet, but we will also get to see what human curiosity can lead us to. Our travels in space should not be limited by doubts and dangers because without doubt and danger how will we expand our horizons and learn? ",0
"Whenever you happen to find yourself in a situation where you need to make a decision, it it always good to have advice from others. Whether that advice is good or bad, it may be beneficial to you making a final decision. Most of the time, it is great to have multiple opinions on what decision you are about to make and if that is the best decision or not. It can prove crucial to making the best decision for you, and even others. By seeking multiple opinions from others before you make a decision, you can get more of an understanding about what other people think, get help by narrowing down options to choose from, and it can even open you up to even more good ideas.

Most people, when they have to make a decision, would want to know what other people would do in that instance. For example, a person could be shopping for clothes, and they might be stuck between two options to choose from. That person would want some help with trying to decide, so they would ask a few people about what they thought. By asking those people, the person would get feedback from the people that were asked, and that feedback would give the person a greater understanding about what others think. This can apply to any decision being made, not just when it comes to shopping. The advice that you receive just by asking other people helps you out a great deal when making a choice. This isn't the only benefit of seeking multiple opinions, though.

The next reason as to why seeking more than one opinion before making a choice is that by dong so, it will help you narrow down your options to choose from. You may have many different thoughts about what decision or choice you are going to make. There may be a lot of them, and you are going to have to narrow them down eventually. The best way to do that is to ask people for their advice. The people you ask will give you the advice that you need to make the best and smartest choice. Sometimes, some of the options you were thinking of may not have been brought up. It may have been because they were not as important as other options, or simply just because it would not be a good choice. Nonetheless, opinions from multiple people will help you eliminate unhelpful options or ones that are just of no use, which contributes to the greater idea on why seeking multiple opinions is beneficial to you making a decision.

The third and final benefit of seeking multiple opinions before making a decision or choice is that it may open you up to even more good ideas that you have not thought of or considered before. For instance, there could be something that you have to decide on, so you ask multiple people for advice. Those people might suggest an idea that is really good, and that idea could be better than one that you have previously thought of. This is why asking more than one person for advice can be extremely beneficial. The people you ask can come up with a great idea that will lead to you making the best choice that is possible, which is what you always want to do no matter what.

Overall, these 3 reasons provide a great overall conclusion that whenever you have to make a decision of any kind, you should always get some advice from multiple people. It proves to be very beneficial in the long run. By doing so, you can make the smartest and most logical choice. When you ask multiple people for their opinion, you will get a better understanding about what others think, get help by narrowing down options for you to choose from, and you may be introduced to more good ideas. These are 3 major benefits that come from getting multiple opinions before making a decision, and they tell exactly why you should do so. Whenever you happen to find yourself in one of those situations, you should ask multiple people for advice, as it will make your decision a lot easier to choose.            ",0
"Dear principal

I don't really agree with your decision because three are many people that try there best and the still get a c as there average. It wouldn't be fear for them thee are a lot of people that are not interesting in sports and they get A,B most of the time. i think if you were in there feet you would feel very bad. that's why if you change the police there would be people upset and the would be an argument going on.

But then it would be great to change the police because people that have C,D,E,F, well get A,B for order them to secrecies there grades to play and get good grads people well change and make the school better. well that's what i think in between both of them. this is the way i think because people these days are dropping out of school for the bad grade and i think i would be a grate police to change. So the students well have a challenge to look up to. people should always have apartments to try different things.      ",0
"Florida State Senator, The Electoral College is a crucial part of the United state's election process. There are some negatives to the Electoral College but the positives outweigh them by a landslide. The certainty of the outcome and having a president that the majority likes are key beneficial factors to the Electoral College process that would be lost if we changed the election by popular vote for the president of the United States.

With the Electoral College, there is a very rare chance that there would be a tie in the nationwide electoral vote. However, according to In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner, ""A dispute over the outcome of an Electoral College vote is possibleit happened in 2000but it's less likely than a dispute over the popular vote."" A clear winner will always be produced with the slight informality of a tie. In 2012's election, Barack Obama received 51.3% of the popular vote compared to the 61.7% of the electoral vote. If the election process was by popular vote, it would have been a much closer race between Obama and rodney.

To win the Electoral College vote, each region must like you. You cannot have a presidential candidate that favors one region and only one region favors that candidate.

In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner states, ""...a candidate with only regional appeal is unlikely to be a successful president."" In contrast, The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong by Bradford Plumer claims that even ""at the most basic level, the electoral college is unfair to voters. Because of the winnertakeall system in each state, candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the 'swing' states."" What Is the Electoral College?

by the Office of the Federal Register says, ""The Electoral College consists of 538 electors. A majority of 270 electoral votes is required to elect the President."" Because of the number of electoral votes each state has is based on population, meaning Texas has more votes than Rhode Island, every presidential candidate focuses on winning over the big states. The big states are a better representation of our nation's opinion. The Electoral College process should not be replaced by the popular vote due to the extremely rare chance of a tie. It should remain because an outcome is certain and majority of the population would like the president.",0
"I would keep the Electoral College because it consists of the selection of the electors, the meeting of the electors where they vote for president and Vice president, and the counting of the electoral votes by congress. If people want to change the election for popular votes  is basically your generallly chosen by the candidates politcal party...and what their responsibilities are. My response to that not everybody is chosen by politcal party.

Now, if people want to change the election by popular voting is held every four years on the Tuesday after the first Monday in November. You help choose your states electors when you vote for presidents because when you vote for your candidates you are actually voting for your candidates electors. My response to that is..sometimes presidents want to be president because ""they want to change everything in the United States like ..taxes..and health insurance. For example like Obama care he has change the health insurance and people dont like that. And 2016 theres going to be a new President in the United States.    ",0
"Dear Principal,

I consider that policy 1 is above par because of numerous reasons. Most students need their cell phone so their family and friends can contact them when needed. Some kids need their phone for the internet, like if their doing some kind of project that involves research then they'll need it. Most kids need to call their parents after school to let them know where their going to be after school, you never know what could happen.

Policy 2 is not the best choice because a lot of children are stubborn and not allowing phones to be on campus is just going to make them want to bring them even more. Some students are followers so if they see their friend bringing a cell phone to school then their eventually going to bring one too. I suggest you go with policy number 2 unless you want to hear complaints from angry parents, choose believe.",0
"Dear senator of florida state,

I believe the united states should get rid off the electorial college as we all know the electorial college consists of 538 slectors in which a majority of 270 electorial votes are required to elect the president. In response to this the citizens of the U.S.A are technically not voting for the president but voting for the group of electors chosen by the candidate's political party in which as stated in source 1

""you are actually voting for your candidate's electors.""

As stated in source 2 voters cannot always control who they are voting for and voters often get confused about the electors and voting for the wrong candidate.

The evidence to support this claim is the 2000 fiasco which was the biggest election crisis of the century. State legislatures are responsible for picking electors and that those electors could always defy the will of the people. Evidence form source 2 goes back to 1960 when segregationists in the louisiana legistlature almost succeded in replacing democratic electors with new electors that did not support and oppose John F. Kennedy thus proving that the electorial college cannot be trusted. Another reason why the electorial college is unfair to the people is because of the winner-takes-all system in each state due to the candidates not being in the state and focus only on the race between ""swing"" states. Evidence from the 2000 campaign states seventeen states didn't see candidates at all.

Most worrying would be the prospect of the tie in the electoral vote by any means in that type of case the election would be assigned for the House of Representatives where state delegations vote on the president because each state cast only one vote.

An example of this would be the representative from wyoming representing 500,000 voters would have more to say including the representative from california who represents 35 million voters. Those voters vote for one party for president and one for congress, the decision of the house can barely be reflected on the will of the people. supporting this is the election in 1968 in which a shift of 41,971 votes would have deadlocked the election another election in 1976 a tie would occur if 5,559 voters in Ohio and 3,687 voters in Hawaii had voted the other way.

Though the electoral college is an anachronism it is not democratic in a modern sense because the electors are the ones who choose the president not us the people though each party has to select of slate of electors who are intrusted to vote for the party's nominee. Although the electoral college method despites its lack of democrastic pedigree is still used today its because of its certainty of outcome the reason is because the winning candidate's share of the electoral college exceeds his share of the popular vote, and also avoids run off elections to happen. Another reason why the electoral college method is still used today is as stated in source 3 because it restores weight in the political balance that large states lose by virtue of the mal- appointment of the senate decreed in the constitution. The electoral colege requires a president candidate to have trans-regional appeal no region has enough electoral votes to elect a president.

Even thogh these reasons oppose my claim as stated in source 2 the electoral college is unfair, oudated and irrational.

An example of this was in 2012 when obama recieved 61.7 percent of the electorial vote against 51.3 percent of the popular votes cast for him and romney

Basically what the electoral college method is a method where only the electoral vote is more importnant than the popular vote or the peoples vote.

In which It supports my claim when I said the people are not voting for the president but for the group of electors who support the candidate. In the example of 2012 obama vs romney obama won because of the percentage of the electorial vote which means that a candidate that is running for president can win the election if the electoral vote surpasses the popular vote.            ",0
"Dear TEACHER_NAME,

I am writing you in regards to a certain school policy. I believe that students should be able to play sports with a C average. Not all students can help whether or not their grades are all A's and B's. I mean, not everyone is perfect and not everyone is good in school, no matter how hard they try. Maybe it's the teacher's fault, maybe it's your fault. Who knows? I understand that kids can be slackers and lazy. But the outcome of that would be F's and D's. If you think that children having a C is bad, then imagine what's going to happen when you kick them off of their sports team. They're not going to care about their grades. Maybe they only kept it up because sports meant so much to them. Basically, if you take those sports away, they won't be trying anymore. They won't have that drive, and they won't have the topic of ""sports"" in the back of their mind every time they take a test or should be doing homework. I can honestly say that I don't like to play sports, at all. I've taken a liking to them, but I just don't find playing them very enjoyable. If you took sports from me, I wouldn't care. I get C's all the time. Imagine what grades I would have if I was pushed to get even better grades, by being told I'd have the privilege to do something I love. So I'm putting myself in my classmates' shoes. So many of them want to play basketball, lacrosse, soccer, softball, football, baseball, and more, for the rest of their lives. If you cause them to give up now, that's stopping them from doing that. You wouldn't like to be a dream crusher, now would you? So, long story short; Kids who have C's completely deserve to play sports and participate in certain activities. If you take away this new policy and let it be a warning to all students, I'm sure that some grades will go up. I'm being honest and straight-forward with you. There's no reason to take away something we love, because of a passing, acceptable grade. I hope you took what I had to say to heart, and that you think about it. I hope to hear a response soon. Thank you.

Sincerely,

STUDENT_NAME.",0
"Dear TEACHER_NAME,

I think this is a good idea because a lot of students are getting a C average. If students really want to participate in a sport or other activities, then they will have to try hard to bring their grades up. If they bring their grades up then that would be a good thing and they get to participate in sports or activities. To some students, sports are their life so if they really want it then they have to get the grades. Getting the grades will improve their scores and they get what they want. But some students might go against it. If you just think about it, there's really no point to join a sport with a C average because for one, they won't try at school because what's the point of trying when you already have what you want? And two, they won't worry about anything else except for their sport. Now if you ask me what I think is better, I would say the first one. You get good grade and what you want! The only thing i would ask is; Who wouldn't pick the first one? (:",0
"Dear Principal,

I think Student should clean up litter because its good for the comminute, good for the environment, and other things. I'm telling you why people should pick up litter.

The first reason is that its good for the comminute. I mean really who wants to sit in a dirty school that has germs and other bad stuff. I wouldn't like that at all because i like to be a clean person and that is just gross to be at a school that hasn't been cleaned up since who knows when.

The second reason is that its good for the environment. It would be nice if people would clean up the environment because I like to see trees and animals but what i don't like is died trees and animals because what people through out of there car window for example soda rings those can kill a lot of animals.

The third reason is that it good for people to do. Like what I just said its good for both comminute and environment. It gets people active and going and its some thing to do when your bored.

That is why I think students should clean up litter. They are helping the comminute, environment, and the trees and the animals. Thank you principal for all your time.

Thank you,

STUDENT_NAME",0
"To State Senator,

I think the Electoral College should be changed to popular vote because we have a lot of close presedential race nowadays. We also need to change the voting system because candidates are focusing on the ""swing states"" instead of all the states in the U.S.A. We also have the problem where one candidate can win the Electoral College and the other candidate can win the popular vote. It happened in 2000, when Gore had more popular votes than Bush yet fewer electoral votes. If we get rid of the Electoral College then we won't have to deal with people stressing about the candidate who should've won and the candidate who actually won.

I would rather have my vote be counted towards the president that I picked instead of electors who might pick that person. If I live in a democratic state and I'm Republican, then my vote is most likely not going to count because the electors are going to vote for the other president since the state is known to be a democratic state. Then we wonder why people don't vote; it's mostly because they know which candidate is going to win that state. With popular vote , nobody knows who will win the presidency because all 50 states have equal representation. No one state will be greater than the other.

According to paragraph 9  ""A Gallup poll in 2000, taken shortly after AL Gore won the popular vote but lost the presidency, over 60 percent of voters would prefer a direct election,"" this proves that people are already thinking about having the direct election rather than the Electoral College.

Sincerely, PROPER_NAME                     ",0
"Dear state senator, i have sent you this letter to tell you that we should not abolish the Electoral College, the Electoral College has many benefits when voting for president. The Electoral College is widely regarded as an anchorism, a non-democratic method of selecting a president. In 2012 the election for president, Obama recieved 61.7 percent of the electoral vote compared to Romneys 51.3. Because most states award electoral votes on a winner-take-all basis, the slightest plurality in a state can cause a landslide electoral-vote victory in that state. Though a tie is possible because the total number of votes is 538, it is very unlikely.

The Electoral College requires a presidential candidate to have trans-regional appeal. No state has enough electoral votes to elect a president. The voters in toss-up states are more likely to be the thoughtful voters. A large state will recieve more attention from presidential candidates in a campaign than a small state does. The Electoral College avoids the problem of elections in which no candidate receives a majority of the votes cast.    ",0
"Dear TEACHER_NAME

Some people might think that doing community service is mindless and stupid, but i think it's a great way to help people who don't have a well planned out education or who don't have a house or just cleaning up the environment. I help the community out by cleaning up litter, donating my old clothes to the poor, also by donating canned food to the soup kitchen and by recycling. The people who don't want to do community service don't have to, they can just help out by donating canned foods or just recycling cans. I think you don't have to make the students do community service if they don't want to. Just put up sign up sheets in the hallways and have people sign up on their own time or just create a group that cleans up the school grounds before or after school hours. Some of my friends disagree with me about community service, but they can think what they want to think and so can I. I for one think that doing community service is a good thing.

Sincerely

STUDENT_NAME   ",0
"Do you think drivers should use their phone at any capacity while driving? Some people may think different but I think it's very dangerous. There have been 3,153 injuries, and 424,000 deaths dealing with texting while driving. Texting while driving has been happening all over the world, and for many many years since the cell phone has been made. It also takes away the perception of the road meaning everyone would be taking their eyes off the road. Social media is another liability while texting in the car.

Having the phone while driving has been a daily part of life since the phone was invented in 1972. Texting while driving has been a part of daily life since messaging was put into use on the cell phone. People urge to text and drive because once they get that first text they don't want to stop replying. ""Texting while driving and other bad behaviors have fueled a spike in motor vehicle deaths in Georgia and across the nation over the past two years"".

People don't understand the dangers and necessities of keeping your eyes on the road, because the death rate continues to go up and on one care to change it.

There are many different types of phones all across the world not even in the United States alone. ""The National Highway Traffic Safety Administration reports that 80% of all car crashes are related to driver inattention"". There are overall seven state with bans on cell phones in the hand while driving. No one understands why everyone all over the world desires to keep their phone in their hand at all times be it always happens. Even when there is a passenger in the car for example a Jamaican man and his family he would sometimes still text and drive if he wife weren't in the car.

No one can see while you're looking at your phone that's the reason while everyone is crashing on the road now a days. Texting is in one of the top ten categories of the most dangerous causes of death in the U.S lone. Technology in vehicles are causing drivers to be on the phone as well taking their eyes off the road. Looking at your phone cause the driver to either hit a bystander or an animal. ""Statistics state that on average, 9 of these daily fatalities are related to distracted driving"".

No matter what everyone should just put the phone down while driving because everyone would be even more safe.

In conclusion there are many different views on whether the phone should be allowed in the car while driving. There are many problems with phones being in cars and since it has been made accidents are still going to happen. Cars are being totaled, lives are being lost, and people are being injured because of phone and driving. Sometimes many would think if the phone wasn't invented would the death rate have stayed the same or would everything be different. Phones don't need to have that big of an impact of people's lives because that's not good or healthy for any body's life. Phone shouldn't be allowed in these days, or the future of any body's hands in a car because of all the risks and what has happened in the past.       ",0
"Their is a group of people called the Seagoing Coyboys, they are a very unique group of people who travel all over the world and experience alot of different things. One thing that they experience is what other people need and some places can inform you about many different things like animals and rare animals. Their also can be dangerious parts of this job allthough it sounds fun. You are taking a big risk traveling over seas alot and dealing with the weather and the ocean waves. There may also be a chance of taking care of animals like feeding them and caring for them to keep you bussy.

The Seagoing Cowboys is a very amazing job to have. People should join the Seagoing Cowboys because it will be very interesting depending on what type of person you are. If you are an explorer and you dont have any moey to travel if you get a job like this you will go places that you never even heard of before. Maybe you like going through rough weather like hard rain or 20mph wind for example. If you do like weather like that then this is the job for you because you travel over seas alot thats why the name of the group is called Seagoing Cowboys. Also when you turn 18 you will be old enough to join the military service. You can also have fun when your in the Seagoing Cowboys they play sports like baseball, tennis, basketball, and they also have reading clubs adn writing clubs.

I would join the Seagoing Cowboys if I could. Just think about it, why wouldnt you. Its a very unique group of people and they go on adventures and they have fun also what more could you ask for. There is one thing though, when you travel to far places it will take long periods of time like weeks.      ",0
"I think this kind of technology could be useful in a classroom. Most days, kids feel bored or tired just sitting in a class listening to a teacher talk. If we had this technology, kids could get more free time playing on the computer and when the computer notices boredom, then it could make the lesson more fun. If it can help kids learn, then it might be a good investment.

I am for the new technology. If computers could tell someones emotions, I would use it to explain my emotions. I could figure out what is wrong with my friends if they weren't acting normal. I think it is amazing.

To conclude, I think it would be cool to have this kind of technology. For computers to have technology like that, is mindblowing. We could use it to see how other feel about certain things. Like if you want to computer to learn fear, put someone that is scared of scary movies in a dark room and play scary movies until they get scared. Then have the computer scan them and see how it works. You could do this with any emotion. I like this technology. I think it is a good and practical investment. ",0
"If school can offer options to students to finish school at home is great because they want students can learn and give them more opportunities. Students can be more benefit if they attend to school and they can learn more than to did at home. Also there are many students can't come to school because they have a job and they have to did school at home. Students are not that much of prepare if they did school at home. If students could attend to school it can be great for them to be more able to did more prepared them for the future. Also that can get opportunities if they attend to school and good reviews from teachers.

If students attend to school there are more ways to learn. Also students can be more able to ask more question to teachers. If they did classes from home that are not able to ask a lot of question and they can't met friend who can be a big help for them. If you attend to school also teachers can prepared you more and they talk to you if you did wrong in classes. All teachers in school i believe that they can see your capacity or level that you are and at home they just give you work and they didn't know anything about the student. The teacher at school can see the way that you better learn and they can work with the student to don't fell classes because the know you better if you go to school. Home school is a great idea for people that can't come to school.

In the world are students that can't attend to a school because they have a job or others problems to go to school. In the world is not only one single reason to don't attend to school. Many of the students that can't attend to school in the United States of America is because they work and this work can't give opportunity to attend to school. Sometimes they don't attend to school because is hard to work and wake up in the mornings to go to school. They also many times prefer to do school at home because they maybe have physical problems and they feel better if they did at home. Many students can't come to school but if they did at home this shows that they are planing to graduate even if they don't receive a good chance to learn more.

Students at home are not learning what they can learn in school. They are not very prepared if they did school at home because sometimes teachers give activities with friends and students can learn from that activities or presentations of projects that the whole class did it. School also you can practice more if you are learning and at home you can't practice what you learn. If you are learning English and you did school at home if they speak other language that is not English you can't practice it. If you did school at home there are also many distractions that you can't concentrate and if you are not concentrated in what your working on you are not going to understand what you are doing. If you are in a classroom teachers make sure that you are concentrated in your own work and they also make sure that you are doing right that why students who attend to schools can be more prepared than students who did school at home.

In conclusion if you have time and the opportunity to attend to school you should do it because you will learn and get more opportunities. If you can't attend to a school and you are doing school at home you must concentrated in your work and don't get distracted. Also if you are receiving school at home you must find some one who you can work with to practice. The opportunity that many school offer is a great idea. School wants to students can complete their dreams even if they can't assist to a school. But the schools are giving opportunities to finish at home and must students should appreciate that because school is thinking about the future of the society. In fact school programs are working for people who really want to have opportunities and make their dreams true.",0
